Asset_Identifier,Asset_Popularity_With_Funds,Asset_Risk_Type,Asset_Marketing_Proportion_Index,Asset_Type,Asset_Price,Office_Identifier,Office_Establishment_Year,Office_Scale,Office_Location_Type,Office_Type,Asset_Office_Sales,Office_Year,Asset
NCE30,16,0,0.099053537,9,212.6902,OFF013,1987,0,2,1,637.1706,26,Private Equity
FDN21,18.6,0,0.134564284,13,159.8236,OFF019,1985,2,0,0,322.2472,28,Bonds
FDB52,17.75,0,0.030288215,4,256.7672,OFF027,1985,1,2,3,4346.3424,28,Bonds
FDA26,7.855,1,0.073562475,4,217.6482,OFF027,1985,1,2,3,3285.723,28,Bonds
FDD23,9.5,1,0.048883854,15,185.7898,OFF018,2009,1,2,2,2619.2572,4,Bonds
FDH57,10.895,0,0.035893143,6,131.3284,OFF018,2009,1,2,2,1318.284,4,Bonds
FDO15,16.75,1,0.014998914,10,72.4038,OFF019,1985,2,0,0,221.7114,28,Bonds
FDY49,17.2,1,0.012012071,3,163.1184,OFF046,1997,2,0,1,4623.3152,16,Bonds
FDP20,19.85,0,0.045855273,6,127.102,OFF018,2009,1,2,2,1771.028,4,Bonds
DRG11,6.385,0,0.14032811,7,109.1596,OFF010,1998,2,2,0,107.8596,15,ETF
DRJ59,11.65,0,0.019402371,7,38.7164,OFF049,1999,1,0,1,579.246,14,ETF
FDP34,12.85,0,0.163181038,13,155.463,OFF035,2004,2,1,1,4068.038,9,Bonds
FDY04,17.7,1,0.042716709,5,163.221,OFF017,2007,2,1,1,1794.331,6,Bonds
FDV11,9.1,1,0.081794766,1,173.6054,OFF049,1999,1,0,1,700.4216,14,Bonds
FDG20,15.5,1,0.125942816,6,176.0028,OFF045,2002,2,1,1,1239.7196,11,Bonds
NCH55,16.35,0,0.04292132,9,127.902,OFF017,2007,2,1,1,2150.534,6,Private Equity
FDV34,10.695,1,0.011472001,13,75.2038,OFF018,2009,1,2,2,517.3266,4,Bonds
FDT44,16.6,0,0.103146658,6,117.2466,OFF049,1999,1,0,1,2239.0854,14,Bonds
FDG35,21.2,1,0.012327847,15,173.8738,OFF019,1985,2,0,0,347.5476,28,Bonds
FDG08,13.15,1,0.166032929,6,170.8764,OFF018,2009,1,2,2,2233.0932,4,Bonds
FDX52,11.5,1,0.04224015,5,194.982,OFF017,2007,2,1,1,3089.312,6,Bonds
NCH54,13.5,0,0.072317217,9,160.792,OFF027,1985,1,2,3,3675.216,28,Private Equity
FDU24,6.78,1,0.139484292,0,94.312,OFF027,1985,1,2,3,2516.724,28,Bonds
FDW03,5.63,1,0.024536636,10,106.1306,OFF035,2004,2,1,1,2090.612,9,Bonds
FDV01,19.2,1,0.085296625,3,153.4314,OFF018,2009,1,2,2,1861.5768,4,Bonds
FDQ39,14.8,0,0.080649685,10,189.9846,OFF027,1985,1,2,3,6114.7072,28,Bonds
FDA16,6.695,0,0.033931155,5,219.4456,OFF046,1997,2,0,1,3094.6384,16,Bonds
FDO12,15.75,0,0.054930533,0,194.4452,OFF046,1997,2,0,1,5089.3752,16,Bonds
FDM44,12.5,0,0.031097948,6,103.899,OFF049,1999,1,0,1,1960.781,14,Bonds
FDT03,21.25,0,0.016735879,10,185.2608,OFF010,1998,2,2,0,183.7608,15,Bonds
NCQ18,15.75,0,0.134418705,9,99.67,OFF027,1985,1,2,3,2596.62,28,Private Equity
NCL18,18.85,0,0.168266556,9,195.5136,OFF018,2009,1,2,2,1749.7224,4,Private Equity
NCJ06,20.1,0,0.034646067,9,120.6782,OFF035,2004,2,1,1,1310.9602,9,Private Equity
NCQ05,11.395,0,0.021639678,8,150.1708,OFF049,1999,1,0,1,2708.4744,14,Private Equity
FDS35,9.3,0,0.11144608,1,64.6826,OFF045,2002,2,1,1,1097.9042,11,Bonds
NCI18,18.35,0,0.013956116,9,222.3746,OFF027,1985,1,2,3,5609.365,28,Private Equity
NCO55,12.8,0,0.152377658,11,108.1938,OFF010,1998,2,2,0,428.7752,15,Private Equity
FDW24,6.8,0,0.037465846,0,47.5034,OFF013,1987,0,2,1,534.6374,26,Bonds
NCS05,11.5,0,0.020876485,8,133.7942,OFF027,1985,1,2,3,1722.4246,28,Private Equity
FDO48,15,1,0.0268952,0,220.3456,OFF045,2002,2,1,1,1989.4104,11,Bonds
FDT35,19.85,1,0.081916124,1,167.6816,OFF017,2007,2,1,1,1845.5976,6,Bonds
DRN11,7.85,0,0.163233667,7,144.6444,OFF049,1999,1,0,1,2467.4548,14,ETF
FDY57,20.2,1,0.121748174,13,96.9752,OFF018,2009,1,2,2,1725.7536,4,Bonds
DRE27,11.85,0,0.132939639,4,98.0726,OFF045,2002,2,1,1,1761.7068,11,ETF
FDM24,6.135,1,0.079327367,0,152.8366,OFF046,1997,2,0,1,2871.5954,16,Bonds
FDX09,9,0,0.065194971,13,177.737,OFF013,1987,0,2,1,2117.244,26,Bonds
FDY45,17.5,0,0.026248606,13,255.1356,OFF018,2009,1,2,2,3815.034,4,Bonds
FDF41,12.15,0,0.131921819,5,246.346,OFF017,2007,2,1,1,739.038,6,Bonds
FDG05,11,1,0.087764726,5,155.263,OFF049,1999,1,0,1,625.852,14,Bonds
FDF05,17.5,0,0.026865809,5,261.691,OFF035,2004,2,1,1,4207.856,9,Bonds
FDU19,8.77,1,0.046544984,6,172.0422,OFF027,1985,1,2,3,4828.3816,28,Bonds
DRH39,20.7,0,0.092241348,4,75.867,OFF027,1985,1,2,3,2450.144,28,ETF
FDP57,17.5,0,0.052740763,13,103.799,OFF017,2007,2,1,1,1135.189,6,Bonds
FDE58,18.5,0,0.052087534,13,119.8124,OFF027,1985,1,2,3,1659.1736,28,Bonds
DRD15,10.6,0,0.056748659,4,233.6642,OFF013,1987,0,2,1,3950.1914,26,ETF
FDJ52,7.145,0,0.017822936,5,161.3578,OFF045,2002,2,1,1,1123.2046,11,Bonds
FDS01,11.6,0,0.017659068,3,175.9686,OFF027,1985,1,2,3,5866.3638,28,Bonds
FDZ47,20.7,1,0.07929647,0,97.2042,OFF046,1997,2,0,1,1686.4714,16,Bonds
FDG35,21.2,1,0.007006883,15,173.5738,OFF027,1985,1,2,3,1216.4166,28,Bonds
FDY45,17.5,0,0.026195131,13,252.6356,OFF045,2002,2,1,1,2543.356,11,Bonds
FDY04,17.7,1,0.042542484,5,161.921,OFF049,1999,1,0,1,2120.573,14,Bonds
FDY47,8.6,1,0.054474158,1,131.031,OFF035,2004,2,1,1,1038.648,9,Bonds
FDE28,9.5,1,0.195483698,5,228.4668,OFF049,1999,1,0,1,3916.2356,14,Bonds
FDJ27,17.7,1,0.122372504,10,101.5674,OFF018,2009,1,2,2,1629.8784,4,Bonds
FDH58,12.3,0,0.037148619,13,116.8834,OFF017,2007,2,1,1,2649.2182,6,Bonds
NCV42,6.26,0,0.052593952,9,111.0228,OFF010,1998,2,2,0,221.0456,15,Private Equity
NCQ54,17.7,0,0.012593467,9,167.6474,OFF018,2009,1,2,2,3874.2902,4,Private Equity
FDL44,18.25,0,0.012325122,6,162.8894,OFF018,2009,1,2,2,647.1576,4,Bonds
FDY50,5.8,0,0.131489269,4,89.7172,OFF018,2009,1,2,2,1605.9096,4,Bonds
FDR59,14.5,1,0.064224789,1,262.7594,OFF017,2007,2,1,1,7064.8038,6,Bonds
FDH35,18.25,0,0.060589424,15,162.5526,OFF017,2007,2,1,1,986.7156,6,Bonds
FDX08,12.85,0,0.022649893,6,179.3318,OFF045,2002,2,1,1,1263.0226,11,Bonds
FDL20,17.1,0,0.128390273,6,111.9886,OFF035,2004,2,1,1,1445.4518,9,Bonds
FDB27,7.575,0,0.055476238,4,196.8768,OFF049,1999,1,0,1,1182.4608,14,Bonds
FDA56,9.21,0,0.008757492,6,120.8414,OFF013,1987,0,2,1,2071.3038,26,Bonds
FDV39,11.3,0,0.007273831,10,196.6426,OFF013,1987,0,2,1,5141.3076,26,Bonds
FDU38,10.8,0,0.144534212,4,190.6504,OFF019,1985,2,0,0,575.2512,28,Bonds
FDT55,13.6,1,0.043743689,6,157.7946,OFF045,2002,2,1,1,1104.5622,11,Bonds
FDS24,20.85,1,0.062477955,0,87.2514,OFF018,2009,1,2,2,1505.3738,4,Bonds
FDS15,9.195,1,0.078060601,10,106.3596,OFF046,1997,2,0,1,2912.2092,16,Bonds
FDF05,17.5,0,0.026740767,5,261.291,OFF027,1985,1,2,3,5522.811,28,Bonds
DRP47,15.75,0,0.140821917,7,252.9382,OFF049,1999,1,0,1,2775.7202,14,ETF
FDA25,16.5,1,0.068403271,3,101.999,OFF018,2009,1,2,2,619.194,4,Bonds
FDA19,7.52,0,0.064423616,6,126.6994,OFF019,1985,2,0,0,256.9988,28,Bonds
NCM26,20.5,0,0.02312394,11,154.634,OFF013,1987,0,2,1,2297.01,26,Private Equity
FDS46,17.6,1,0.047449835,13,118.1782,OFF018,2009,1,2,2,2621.9204,4,Bonds
DRH15,8.775,0,0.110359004,4,42.7428,OFF018,2009,1,2,2,790.9704,4,ETF
NCR05,10.1,0,0.054620504,8,197.5084,OFF035,2004,2,1,1,2976.126,9,Private Equity
NCY17,18.2,0,0.163117891,8,44.1086,OFF045,2002,2,1,1,1115.215,11,Private Equity
FDZ01,8.975,1,0.009051307,3,103.099,OFF013,1987,0,2,1,309.597,26,Bonds
FDP31,21.1,1,0.160722863,6,65.7168,OFF027,1985,1,2,3,2237.088,28,Bonds
FDE57,9.6,0,0.03625493,6,141.0154,OFF013,1987,0,2,1,2694.4926,26,Bonds
FDZ44,8.185,0,0.064824502,6,116.0808,OFF010,1998,2,2,0,234.3616,15,Bonds
NCP53,14.75,0,0.033024328,8,236.6906,OFF018,2009,1,2,2,3089.9778,4,Private Equity
NCA06,20.5,0,0.143574191,9,37.219,OFF045,2002,2,1,1,476.047,11,Private Equity
FDP22,14.65,1,0.099333217,13,51.3666,OFF045,2002,2,1,1,1076.5986,11,Bonds
FDW37,19.2,0,0.12475207,3,90.9488,OFF017,2007,2,1,1,633.8416,6,Bonds
NCS30,5.945,0,0.093170838,9,127.3652,OFF049,1999,1,0,1,1549.9824,14,Private Equity
FDB40,17.5,1,0.007538459,4,144.2102,OFF035,2004,2,1,1,4082.6856,9,Bonds
FDC51,10.895,1,0.009676286,4,122.873,OFF017,2007,2,1,1,3448.844,6,Bonds
FDC11,20.5,0,0.141792841,15,89.7172,OFF046,1997,2,0,1,1159.8236,16,Bonds
FDC59,16.7,1,0.05436436,15,63.8168,OFF027,1985,1,2,3,958.752,28,Bonds
FDE14,13.65,1,0.031573246,3,99.47,OFF018,2009,1,2,2,299.61,4,Bonds
NCT41,15.7,0,0.055943697,8,150.6024,OFF013,1987,0,2,1,2428.8384,26,Private Equity
FDP52,18.7,1,0.070778105,5,229.201,OFF035,2004,2,1,1,3215.814,9,Bonds
DRA24,19.35,1,0.066831682,14,163.8868,OFF010,1998,2,2,0,327.5736,15,ETF
FDC40,16,1,0.065165046,4,79.3986,OFF049,1999,1,0,1,856.8846,14,Bonds
NCA42,6.965,0,0.034968292,9,159.4604,OFF013,1987,0,2,1,3169.208,26,Private Equity
FDT27,11.395,1,0.069728296,10,233.9616,OFF045,2002,2,1,1,1406.1696,11,Bonds
NCW54,7.5,0,0.09660879,9,56.9588,OFF045,2002,2,1,1,744.3644,11,Private Equity
DRB13,6.115,1,0.007038478,14,189.253,OFF013,1987,0,2,1,3605.307,26,ETF
FDY02,8.945,1,0.153456703,4,264.091,OFF019,1985,2,0,0,262.991,28,Bonds
FDS59,14.8,1,0.043982464,1,110.657,OFF045,2002,2,1,1,2966.139,11,Bonds
FDR49,8.71,0,0.139202085,3,46.1376,OFF035,2004,2,1,1,383.5008,9,Bonds
FDY40,15.5,1,0.086184647,5,50.9692,OFF018,2009,1,2,2,394.1536,4,Bonds
FDL48,19.35,1,0.082250863,0,48.7034,OFF035,2004,2,1,1,534.6374,9,Bonds
DRI01,7.97,0,0.034286109,14,173.1422,OFF027,1985,1,2,3,5000.8238,28,ETF
FDZ52,19.2,0,0.100482186,5,111.8886,OFF018,2009,1,2,2,1667.829,4,Bonds
FDK32,16.25,1,0.049051717,6,152.4682,OFF049,1999,1,0,1,2439.4912,14,Bonds
FDK51,19.85,0,0.005230786,4,265.1884,OFF013,1987,0,2,1,5034.7796,26,Bonds
FDP28,13.65,1,0.08062523,5,259.6936,OFF035,2004,2,1,1,2087.9488,9,Bonds
DRZ24,7.535,0,0.081787519,14,120.844,OFF046,1997,2,0,1,2157.192,16,ETF
FDG04,13.1,0,0.010615026,5,185.1898,OFF019,1985,2,0,0,374.1796,28,Bonds
FDF58,13.3,0,0.009534758,13,64.551,OFF027,1985,1,2,3,1201.769,28,Bonds
FDI21,5.59,1,0.056602818,13,63.2168,OFF046,1997,2,0,1,1725.7536,16,Bonds
FDZ43,11,1,0.057047756,6,240.4512,OFF035,2004,2,1,1,7028.1848,9,Bonds
FDI57,19.85,0,0.05410964,12,195.0768,OFF049,1999,1,0,1,1970.768,14,Bonds
FDV03,17.6,0,0.058209079,10,153.6314,OFF045,2002,2,1,1,5274.4676,11,Bonds
FDT12,6.215,1,0.083056555,0,224.4062,OFF010,1998,2,2,0,225.7062,15,Bonds
FDF29,15.1,1,0.020015391,5,128.831,OFF018,2009,1,2,2,1817.634,4,Bonds
FDU02,13.35,0,0.102426197,4,230.6352,OFF013,1987,0,2,1,5725.88,26,Bonds
FDD23,9.5,1,0.048761223,15,186.5898,OFF049,1999,1,0,1,5238.5144,14,Bonds
FDN04,11.8,1,0.01410134,5,179.2344,OFF035,2004,2,1,1,2141.2128,9,Bonds
FDG29,17.6,0,0.056281276,5,40.3454,OFF035,2004,2,1,1,796.9626,9,Bonds
FDK51,19.85,0,0.008762556,4,266.6884,OFF010,1998,2,2,0,264.9884,15,Bonds
FDB53,13.35,0,0.139669224,5,147.6392,OFF049,1999,1,0,1,1938.8096,14,Bonds
DRI23,18.85,0,0.137972993,7,158.4578,OFF017,2007,2,1,1,1444.1202,6,ETF
FDP57,17.5,0,0.052595798,13,102.999,OFF046,1997,2,0,1,2992.771,16,Bonds
FDY57,20.2,1,0.121940099,13,95.3752,OFF017,2007,2,1,1,1150.5024,6,Bonds
NCT42,5.88,0,0.024926013,9,149.9392,OFF049,1999,1,0,1,1491.392,14,Private Equity
FDZ21,17.6,1,0.039031927,13,95.641,OFF027,1985,1,2,3,1737.738,28,Bonds
FDC50,15.85,0,0.13727,3,94.4094,OFF017,2007,2,1,1,1904.188,6,Bonds
FDT40,5.985,0,0.095989602,5,127.3678,OFF045,2002,2,1,1,508.6712,11,Bonds
FDD50,18.85,0,0.142443405,3,170.4132,OFF017,2007,2,1,1,4396.9432,6,Bonds
DRI23,18.85,0,0.137410256,7,161.7578,OFF049,1999,1,0,1,1604.578,14,ETF
FDQ46,7.51,0,0.104400238,13,113.5544,OFF017,2007,2,1,1,894.8352,6,Bonds
NCW06,16.2,0,0.058968195,9,190.8162,OFF035,2004,2,1,1,3271.0754,9,Private Equity
NCX06,17.6,0,0.015750947,9,182.5976,OFF018,2009,1,2,2,1629.8784,4,Private Equity
NCE19,8.97,0,0.092937216,9,54.6956,OFF013,1987,0,2,1,764.3384,26,Private Equity
FDI60,7.22,1,0.03828933,0,64.751,OFF013,1987,0,2,1,126.502,26,Bonds
FDC47,15,0,0.208162156,13,228.1694,OFF019,1985,2,0,0,228.3694,28,Bonds
FDE02,8.71,0,0.121936216,3,94.4778,OFF017,2007,2,1,1,2628.5784,6,Bonds
FDE11,17.7,1,0.135646297,15,186.0924,OFF018,2009,1,2,2,3516.7556,4,Bonds
FDP11,15.85,0,0.069240685,1,217.5166,OFF045,2002,2,1,1,653.1498,11,Bonds
FDB08,6.055,0,0.03127929,6,160.3578,OFF017,2007,2,1,1,2406.867,6,Bonds
FDL48,19.35,1,0.08186804,0,46.8034,OFF027,1985,1,2,3,1069.2748,28,Bonds
FDH26,19.25,1,0.034753686,3,141.5496,OFF049,1999,1,0,1,1976.0944,14,Bonds
FDI33,16.5,0,0.028476451,13,91.0146,OFF045,2002,2,1,1,1368.219,11,Bonds
FDQ26,13.5,1,0.067872402,4,57.8562,OFF046,1997,2,0,1,355.5372,16,Bonds
FDN03,9.8,1,0.026420581,10,250.9408,OFF019,1985,2,0,0,1001.3632,28,Bonds
FDO13,7.865,0,0.061183503,2,164.5526,OFF045,2002,2,1,1,1644.526,11,Bonds
NCJ29,10.6,0,0.035247642,8,84.7224,OFF049,1999,1,0,1,1619.2256,14,Private Equity
FDE52,13.37990455,1,0.02974207,4,88.9514,OFF027,1985,1,2,3,3453.5046,28,Bonds
FDA52,16.2,1,0.128397995,5,178.337,OFF035,2004,2,1,1,1411.496,9,Bonds
FDF57,14.5,1,0.058918844,6,169.7448,OFF049,1999,1,0,1,3238.4512,14,Bonds
NCO26,7.235,0,0.076791671,9,116.4492,OFF013,1987,0,2,1,2316.984,26,Private Equity
DRL59,16.75,0,0.021220113,7,55.1298,OFF035,2004,2,1,1,1240.3854,9,ETF
FDC60,5.425,1,0.2004264,0,88.8514,OFF019,1985,2,0,0,265.6542,28,Bonds
DRD25,6.135,0,0.078589629,14,113.286,OFF027,1985,1,2,3,2716.464,28,ETF
FDB26,14,1,0.031261583,3,52.564,OFF035,2004,2,1,1,639.168,9,Bonds
FDK51,19.85,0,0.005235143,4,265.8884,OFF046,1997,2,0,1,2649.884,16,Bonds
FDE53,10.895,0,0.027032204,5,106.328,OFF017,2007,2,1,1,852.224,6,Bonds
FDV24,5.635,0,0.172856719,0,148.205,OFF010,1998,2,2,0,449.415,15,Bonds
FDI34,10.65,1,0.085617517,13,229.3668,OFF017,2007,2,1,1,2303.668,6,Bonds
FDL36,15.1,0,0.127334766,0,88.283,OFF010,1998,2,2,0,89.883,15,Bonds
NCA54,16.5,0,0.036641597,9,178.7318,OFF046,1997,2,0,1,1263.0226,16,Private Equity
FDI38,13.35,1,0.014656564,3,208.5638,OFF045,2002,2,1,1,2277.7018,11,Bonds
FDG31,12.15,0,0.037864854,10,63.0826,OFF013,1987,0,2,1,322.913,26,Bonds
FDA21,13.65,0,0.036016619,13,186.3924,OFF049,1999,1,0,1,1295.6468,14,Bonds
FDI09,20.75,1,0.12953868,12,240.288,OFF049,1999,1,0,1,2396.88,14,Bonds
FDI20,19.1,0,0.038531668,6,210.6586,OFF013,1987,0,2,1,5487.5236,26,Bonds
DRI51,17.25,0,0.047973763,4,171.5764,OFF045,2002,2,1,1,4637.9628,11,ETF
DRZ11,8.85,1,0.112119359,14,123.0388,OFF027,1985,1,2,3,1981.4208,28,ETF
FDY07,11.8,0,0.121879573,6,45.9402,OFF027,1985,1,2,3,872.8638,28,Bonds
FDC58,10.195,0,0.041907414,13,43.8428,OFF013,1987,0,2,1,175.7712,26,Bonds
NCC30,16.6,0,0.027556247,9,176.6344,OFF013,1987,0,2,1,1962.7784,26,Private Equity
FDY03,17.6,1,0.076058484,10,111.8202,OFF013,1987,0,2,1,2025.3636,26,Bonds
FDZ44,8.185,0,0.038729057,6,117.1808,OFF046,1997,2,0,1,1874.8928,16,Bonds
FDP28,13.65,1,0.080804019,5,261.1936,OFF045,2002,2,1,1,2348.9424,11,Bonds
DRD15,10.6,0,0.056884225,4,231.9642,OFF049,1999,1,0,1,3020.7346,14,ETF
FDL08,10.8,0,0.050000257,6,243.9144,OFF017,2007,2,1,1,4655.2736,6,Bonds
FDP25,15.2,0,0.021207519,3,219.4824,OFF046,1997,2,0,1,1747.0592,16,Bonds
DRK59,8.895,0,0.085688268,7,232.9616,OFF045,2002,2,1,1,2812.3392,11,ETF
DRJ24,11.8,0,0.113307794,14,187.0924,OFF035,2004,2,1,1,1850.924,9,ETF
FDU33,7.63,1,0.225476528,13,45.1402,OFF010,1998,2,2,0,45.9402,15,Bonds
FDX47,6.55,1,0.034800079,1,157.5288,OFF017,2007,2,1,1,1571.288,6,Bonds
FDR46,16.85,0,0.139301634,13,144.976,OFF013,1987,0,2,1,2783.044,26,Bonds
FDZ56,16.25,0,0.025612348,6,168.2474,OFF027,1985,1,2,3,3200.5006,28,Bonds
NCO26,7.235,0,0.077290355,9,116.9492,OFF017,2007,2,1,1,2316.984,6,Private Equity
FDV38,19.25,0,0.1017546,4,55.1956,OFF035,2004,2,1,1,491.3604,9,Bonds
FDL13,13.85,1,0.094265737,2,233.93,OFF010,1998,2,2,0,233.03,15,Bonds
FDD57,18.1,0,0.022380952,6,93.6094,OFF013,1987,0,2,1,476.047,26,Bonds
FDE46,18.6,0,0.01575657,13,153.1366,OFF013,1987,0,2,1,3173.8686,26,Bonds
FDB28,6.615,0,0.156307983,4,196.3426,OFF010,1998,2,2,0,790.9704,15,Bonds
FDC41,15.6,0,0.195688803,5,77.367,OFF010,1998,2,2,0,153.134,15,Bonds
DRI23,18.85,0,0.13747519,7,158.6578,OFF045,2002,2,1,1,3369.6138,11,ETF
FDL33,7.235,0,0.113360467,13,197.2452,OFF035,2004,2,1,1,2348.9424,9,Bonds
FDS03,7.825,0,0.07962861,10,63.4826,OFF046,1997,2,0,1,2002.0606,16,Bonds
NCY18,7.285,0,0.03100078,9,177.0054,OFF027,1985,1,2,3,2101.2648,28,Private Equity
FDE50,19.7,1,0.016202582,3,188.2556,OFF035,2004,2,1,1,3379.6008,9,Bonds
FDT02,12.6,0,0.024190156,4,34.4874,OFF035,2004,2,1,1,494.0236,9,Bonds
FDI34,10.65,1,0.085308611,13,230.2668,OFF045,2002,2,1,1,5759.17,11,Bonds
FDO15,16.75,1,0.008564925,10,73.2038,OFF035,2004,2,1,1,1404.1722,9,Bonds
DRI39,13.8,0,0.097457483,4,55.393,OFF018,2009,1,2,2,1018.674,4,ETF
NCO14,9.6,0,0.029619203,9,43.6086,OFF013,1987,0,2,1,624.5204,26,Private Equity
NCN19,13.1,0,0.013937662,11,189.253,OFF046,1997,2,0,1,1518.024,16,Private Equity
DRJ25,14.6,0,0.150872868,14,47.5692,OFF045,2002,2,1,1,1379.5376,11,ETF
FDE10,6.67,1,0.09031453,13,130.5626,OFF018,2009,1,2,2,1180.4634,4,Bonds
FDQ08,15.7,1,0.018930352,6,59.4536,OFF046,1997,2,0,1,857.5504,16,Bonds
NCQ43,17.75,0,0.111209003,11,107.7912,OFF013,1987,0,2,1,982.7208,26,Private Equity
FDY57,20.2,1,0.121153331,13,97.3752,OFF013,1987,0,2,1,958.752,26,Bonds
FDQ34,10.85,0,0.163160327,13,107.4622,OFF017,2007,2,1,1,1693.7952,6,Bonds
NCG19,20.25,0,0.148163564,9,232.7616,OFF049,1999,1,0,1,1874.8928,14,Private Equity
FDI33,16.5,0,0.028281197,13,90.2146,OFF027,1985,1,2,3,3648.584,28,Bonds
FDW27,5.86,1,0.150853308,10,156.0314,OFF046,1997,2,0,1,2016.7082,16,Bonds
FDH04,6.115,1,0.011437302,5,92.4488,OFF017,2007,2,1,1,1358.232,6,Bonds
FDZ39,19.7,1,0.018024769,10,104.499,OFF046,1997,2,0,1,1031.99,16,Bonds
NCK19,9.8,0,0.090448534,11,194.5478,OFF035,2004,2,1,1,774.9912,9,Private Equity
FDY20,12.5,1,0.08175276,6,89.0488,OFF046,1997,2,0,1,1267.6832,16,Bonds
FDN39,19.35,1,0.109667698,10,166.0816,OFF010,1998,2,2,0,671.1264,15,Bonds
NCY41,16.75,0,0.075735621,8,34.5532,OFF046,1997,2,0,1,323.5788,16,Private Equity
NCN14,19.1,0,0.091917786,11,182.7608,OFF046,1997,2,0,1,1837.608,16,Private Equity
FDR07,21.35,0,0.130127365,6,96.2094,OFF010,1998,2,2,0,190.4188,15,Bonds
FDW49,19.5,0,0.082483516,3,179.2002,OFF013,1987,0,2,1,2865.6032,26,Bonds
FDN23,6.575,1,0.075507758,1,146.4444,OFF046,1997,2,0,1,1596.5884,16,Bonds
FDS33,6.67,1,0.124126756,13,88.9514,OFF017,2007,2,1,1,2125.2336,6,Bonds
FDY36,12.3,0,0.009425158,0,74.838,OFF049,1999,1,0,1,1537.998,14,Bonds
FDH20,16.1,1,0.024999711,6,97.841,OFF045,2002,2,1,1,1255.033,11,Bonds
FDR15,9.3,1,0.058545606,10,155.8314,OFF019,1985,2,0,0,310.2628,28,Bonds
NCP50,17.35,0,0.020676141,11,80.6618,OFF017,2007,2,1,1,1208.427,6,Private Equity
FDS40,15.35,0,0.02346559,5,35.219,OFF010,1998,2,2,0,36.619,15,Bonds
FDG38,8.975,1,0.05272914,3,86.4224,OFF046,1997,2,0,1,1022.6688,16,Bonds
NCO18,13.15,0,0.024630755,9,178.2686,OFF013,1987,0,2,1,2666.529,26,Private Equity
NCO54,19.5,0,0.014274292,9,55.6614,OFF046,1997,2,0,1,718.3982,16,Private Equity
NCW18,15.1,0,0.059313603,9,238.1248,OFF035,2004,2,1,1,4266.4464,9,Private Equity
FDB36,5.465,1,0.048518008,0,132.9626,OFF035,2004,2,1,1,2360.9268,9,Bonds
FDJ45,17.75,0,0.073349552,12,34.2216,OFF013,1987,0,2,1,934.7832,26,Bonds
FDP60,17.35,0,0.055648052,0,100.3016,OFF027,1985,1,2,3,2833.6448,28,Bonds
DRD12,6.96,0,0.077129323,14,92.7146,OFF013,1987,0,2,1,1733.0774,26,ETF
FDR47,17.85,0,0.087824967,1,196.0794,OFF018,2009,1,2,2,1755.7146,4,Bonds
FDJ10,5.095,1,0.130031207,13,142.4838,OFF018,2009,1,2,2,561.9352,4,Bonds
DRC25,5.73,0,0.045334098,14,87.0882,OFF013,1987,0,2,1,1803.6522,26,ETF
NCW54,7.5,0,0.096333029,9,57.8588,OFF013,1987,0,2,1,1145.176,26,Private Equity
FDA26,7.855,1,0.073858923,4,218.6482,OFF013,1987,0,2,1,3723.8194,26,Bonds
DRF01,5.655,0,0.175047104,14,146.9102,OFF035,2004,2,1,1,1895.5326,9,ETF
NCZ17,12.15,0,0.132952286,8,37.6506,OFF010,1998,2,2,0,37.9506,15,Private Equity
FDK46,9.6,0,0.086145867,13,258.362,OFF010,1998,2,2,0,259.662,15,Bonds
NCU41,18.85,0,0.0520115,8,190.3846,OFF013,1987,0,2,1,3630.6074,26,Private Equity
FDV20,20.2,1,0.059790095,6,127.4678,OFF035,2004,2,1,1,3560.6984,9,Bonds
FDT15,12.15,1,0.071440118,10,182.295,OFF010,1998,2,2,0,549.285,15,Bonds
DRI25,19.6,0,0.03395415,14,56.4614,OFF049,1999,1,0,1,773.6596,14,ETF
FDA40,16,1,0.099271209,5,88.5856,OFF046,1997,2,0,1,878.856,16,Bonds
FDZ15,13.1,0,0.020769677,4,117.5782,OFF027,1985,1,2,3,2741.0986,28,Bonds
FDM13,6.425,0,0.06316338,2,132.2626,OFF035,2004,2,1,1,2098.6016,9,Bonds
NCM05,6.825,0,0.059846975,8,262.5226,OFF046,1997,2,0,1,9779.9362,16,Private Equity
FDD38,16.75,1,0.014342659,3,103.7674,OFF019,1985,2,0,0,203.7348,28,Bonds
DRI01,7.97,0,0.057667173,14,172.1422,OFF010,1998,2,2,0,517.3266,15,ETF
DRG13,17.25,0,0.037155206,14,166.4526,OFF013,1987,0,2,1,3782.4098,26,ETF
NCT30,9.1,0,0.080417724,9,48.8718,OFF049,1999,1,0,1,425.4462,14,Private Equity
NCG42,19.2,0,0.041227831,9,129.831,OFF046,1997,2,0,1,1947.465,16,Private Equity
FDB14,20.25,1,0.102226474,3,91.312,OFF027,1985,1,2,3,3075.996,28,Bonds
FDO27,6.175,1,0.178210285,10,95.7752,OFF027,1985,1,2,3,3930.8832,28,Bonds
FDC14,14.5,1,0.06904249,3,41.4454,OFF010,1998,2,2,0,41.9454,15,Bonds
FDB49,8.3,1,0.052791124,0,98.5384,OFF019,1985,2,0,0,591.2304,28,Bonds
FDZ23,17.75,1,0.067607749,0,188.024,OFF049,1999,1,0,1,2796.36,14,Bonds
